name,measurement_unit,weight_per_unit,protein_per_100g,calories_per_100g,fat_per_100g,carbohydrates_per_100g,alcohol_percentage
wit praliné bloc,g,,5.4,554,33.6,57.1,0
woksaus hoisin,g,,1.7,126,2.7,23.3,0
snacksalad,g,,3.4,69,3.2,5.2,0
blueberry cocoa,g,,5,160,4,26,0
heekfilet gemarineerd,g,,16.2,141,8.1,0.8,0
americain martino,g,,15,280,24,1.5,0
hot spicy ramen noodles,g,,7.1,400,13.7,62.2,0
groene salade rauwkost,g,,1.1,177,16.3,5.8,0
riz japonais - sushi rice,g,,6,350,0,84,0
helder bruisend watermeloen smaak,g,,0,0,0,0.1,0
soba noodels,g,,12,369,1.8,75,0
curry kruidenketchup,g,,0.7,134,0.3,31.3,0
minikrieltjes,g,,1.8,81,0.1,17.3,0
macaroni ham,g,,3,60,2.4,5.3,0
abrikozen fruitbeleg,g,,0.9,161,0.2,38,0
scharrelkip braadsticks,g,,19.3,148,7.9,0,0
planta fin tartine cuisson,g,,0.5,677,75,0.5,0
huile de tournesol raffinée,g,,0,827,91.8,0,0
groente crackers wortel ah,g,,27,453,19,38,0
kerriesaus,g,,8,453,23.8,49.8,0
smart protein banana,g,,18,90,0.3,1.5,0
pure cacao,g,,28.1,330,11,14.5,0
tropical juice drink,ml,,0,48,0,11.9,0
bruins bonen,g,,21.1,284,1.6,34.7,0
gevulde pita shoarma,g,,11.6,243,7.2,31.2,0
stevige linzensoep,g,,4.5,71,1,9,0
vegan zalmburger,g,,9.7,147,9.8,2.4,0
feta 43+,g,,17,280,23,0.7,0
goudse belegen kaas,g,,25,390,32,0,0
framboos munt,g,,0,0,0,0,0
ice tea zero,g,,0,4,0,0.1,0
zachte zoute drop,g,,0.4,320,0.1,79,0
sandwich geroosterde,g,,12,218,12,14,0
pinda's melk,g,,16,565,39,35,0
jalapeno sweet chili robuuste chips,g,,7,500,26,58,0
appel compote,g,,0.3,57,0.5,12,0
choc chip rainbow,g,,5.3,505.3,25.3,63.2,0
aceite de oliva virgen extra,g,,0,900,100,0,0
geraspt oud,g,,25,405,33,2,0
cappuccino vanilla,g,,14,404,10,63,0
cocoa shells,g,,9.4,386,3.7,74.7,0
yoghurt bosvruchtenmix,g,,2.8,119,6.4,12,0
demar ramen spicy,g,,1.9,91,4.1,11,0
yoghurt slasaus,g,,0.9,191,14,17,0
whey salted caramel,g,,79.8,378.4,5.3,5.9,0
cherrytomaten,g,,0.9,18,0.2,3.9,0
pulled bbq chicken,g,,6.8,102.0,1.7,16.1,0
uien gesneden,g,,1.3,38,0.2,6.3,0
vissticks krokant,g,,12,190,8.1,17,0
gevulde tomatensoep met gehaktballetjes,g,,1.7,53,3.1,3.7,0
kipkebab,g,,20,189,12,1.7,0
vegan marinated chicken,g,,16,182,6.1,15,0
pickles flavour,g,,6,531,32,52,0
verspakket bami ketjap,g,,23.3,388,15.3,35.8,0
cordon de reglisse 60cm,g,,5,320,1,75,0
super pineapple,g,,0,46,0,11.5,0
rosette,g,,24,367,29,2.5,0
fruit cocktail,g,,1,64,1,15,0
"inner beauty groene ijsthee met framboos-, mint- en açaismaak",g,,0.1,15,0,3.7,0
ijs,g,,3.2,229,11,29,0
groenten & granen spelt,g,,3.4,87,1.1,14,0
cookie,g,,6.5,437,22,52,0
snow crab meat,g,,18,86,1,1,0
lentil crisps,g,,21,380,9,50,0
pelmjashi,g,,12.4,171,2.7,24,0
pikante pindakaas,g,,22.4,562.4,42.4,22.8,0
ah ontbijtkoek,g,,2.4,300,1.2,68,0
pâté épicé aux noisettes,g,,8.5,305,26.7,6.5,0
chipolata merquez,g,,14.7,286,24.8,1,0
gerookte blokjes spek,g,,16,282,24,0.5,0
poke bowl kip,g,,14.2,219.6,7.2,23.0,0
gelderse worst,g,,12,290,24,6.5,0
aardappelgratin,g,,3,151,10.6,10.2,0
scharrel kipsatéschnitzel,g,,12,229,11,20,0
lekkerbek,g,,7.4,197,11,16.7,0
saté kip,g,,11.2,164.4,6.9,14.4,0
not dogs,g,,9.4,240,10.4,26,0
dim sum chines cabbage & pork dumpling,g,,8.5,158,3.9,23,0
meal replacement shake banana,g,,44.8,376,10.1,19.1,0
whipped cream,g,,2.2,303,28,11,0
pulled spicy effiloché,g,,19,226,14.2,3.7,0
rode opbakkers,g,,2,86,0.3,18,0
high protein meal,g,,11.7,122,2.5,12.9,0
cheddar harde kaas 48+,g,,25.4,416,34.9,0.1,0
nutridrink compact protein,ml,,14.6,245,9.6,25.1,0
framboos & granaatappel vitamine drink,g,,0,18,0,4.5,0
wittechocolade-eitjes,g,,8,546.7,33.3,54.7,0
strooi-mini's,g,,4.5,439,12.3,75.6,0
iced coffee cappuccino,g,,3,59,1.3,8.6,0
farm mix,g,,0.6,350,0.2,86,0
broodgeluk boer licht meerzaden,g,,10.7,274,5.1,44.9,0
"biefstuk, ossenworst, ronde schijfjes",g,,20,105,2.5,0.5,0
runderhachee,g,,23,102,1.3,0.1,0
kruimige aardappelen,g,,2,88,0,19,0
creamy cappuccino almond,ml,,0.6,45,1.3,7.7,0
no sugars oat drink,g,,1.1,44.4,1.4,6.6,0
onigiri bœuf teriaky,g,,7,121,2.1,19,0
basismaaltijdsalade kip,g,,6.1,98,4.3,8.2,0
oranje spekken,g,,5.5,324,0,75.3,0
aspergesalade,g,,3.4,127.8,9.0,7.3,0
spekburger,g,,16,268.9,22,1.3,0
chicken tenders,g,,19,160,6,5.9,0
mini's fun mix selection,g,,12,281,18,16,0
dal tarka,g,,3.6,101,4.6,12,0
manuka honing,g,,1,320,1,79.6,0
risotto met champignons,g,,4.6,117,4.1,14.7,0
zalmfilet (bio),g,,20,224,16,0,0
dumplings met varkensvlees en groente,g,,8.3,157,4.2,21,0
halve krielaardappeltjes met schil,g,,2,86,0.3,18,0
oma's verse patat friet met schil,g,,2,86,0.3,18,0
0% suiker toegevoegd,g,,3.7,53,1.7,5.2,0
beef rendang,g,,6.7,145,4.9,17.8,0
aceite de oliva virgen extra luque,g,,0,900,100,0,0
choco vla,g,,2.5,96,3,15,0
yippy,g,,0.5,34,0.5,7.9,0
kipfrikandel,g,,13.5,185,10,10,0
"aardbei,appel en banaan smoothie",g,,0.5,45,0,10.3,0
boeren wit,g,,8.3,248.3,1.1,49.8,0
mueslibol,g,,9.2,289,5.1,48.7,0
bapao pittige kip,g,,8.2,218,4.8,35,0
peppers & cheese,g,,3.9,176,16.5,1.8,0
zachte risotto rijst,g,,5.8,350,1.4,78,0
veggie pops chickpea salt & pepper,g,,14.9,419,11.7,60,0
saté marinade mix,g,,4.5,316,1.9,68,0
fusilli tricolore pasta,g,,12.5,358,1.8,71.1,0
robberbrood zonnepit,g,,11.6,251,3.8,39.6,0
spaanse fuet knoflook,g,,30,459,37,1.5,0
vloer schwarzwalder half extra vezelrijk,g,,10.8,235,2,39.3,0
korenlanders spelt vezelrijk,g,,10.4,284,5.9,44.1,0
rosbief peper,g,,29.5,162,4.7,0.5,0
ace multivitaminen,g,,0.2,44,0,10.4,0
gegrilde kipdijspies,g,,24.7,179,7.9,1.9,0
mini donuts suiker,g,,6.6,428,26,41,0
wokgroenten met sugarsnaps,g,,1.4,25,0.1,3.6,0
wokgroenten japanse stijl,g,,1.4,27,0.3,3.7,0
aardappels,g,,2,88,0,19,0
ribbelchips paprika,g,,6,514,29,55,0
vloeibaar bewust voor bakken en braden,ml,,0.4,815,90,0.7,0
fruity cassis regular,g,,0,40,0,10,0
sweet mint chewing gum,g,,0,160,0,66,0
stevige roggecrackers met quinoa,g,,11,420,16,56,0
amandel speculaas slof,g,,7,430,21,53,0
kipgehaktbal,g,,18,262,19,4.4,0
liefde & passie ciabatta,g,,1.7,264,2.7,51,0
fourme d ‘amherst,g,,20,334,28,0.5,0
half wit tarwe-maïsbrood,g,,10,260,2.6,48,0
vezelrijke vlokkenmix met 7 granen,g,,10,360,3,68,0
sliptong,g,,15,77,1.9,0,0
zomerfruit,g,,0.8,47,0.3,7.5,0
kaastwister,g,,14,333,8.5,48,0
water en fruit cactus citroen smaak,ml,,0,6,0,1.5,0
salade surimi,g,,13,260,21,13,0
liefde & passie uniek desem,g,,11,283,8.5,37,0
verse soep oosterse kip,g,,1.6,30.4,1.4,2.7,0
24g proteïne mango yoghurt drink,g,,10,82,1.5,7,0
korenlanders stoer spelt zonnepit extra vezelrijk,g,,13.4,328,14.1,33.2,0
chocodruppels puur,g,,3.9,504,25.9,60.7,0
kaneelbroodje,g,,3.6,369,22,38,0
ongezouten cashewnoten noten,g,,19,622,50,22,0
kleinverpakking boerenkool,g,,3,33,0.6,1.6,0
mini krentenbol,g,,3.2,113,1.1,22,0
bakkersbrood volkoren,g,,12,258,2.1,45,0
kipfilet bieslook,g,,20,109,2.3,1.9,0
magere cervelaat,g,,21.7,274,21.2,0.2,0
chocolade en hazelnoot muesli,g,,9.1,484,17,63,0
runderlever,g,,21,138,4.5,3,0
kleintje camembert,g,,0,254,20,0.5,0
groentewrap spicy tuna,g,,8.4,188,9.5,16,0
wok chinese groente,g,,2,29,0.2,3.4,0
doperwten en wortelen,g,,2.5,43,0.6,5,0
suikervrij gummies met fruitsmaak,g,,0.4,202,0,84,0
pasta puttanesca,g,,3.5,105,5,11,0
old amsterdam bitterballen,g,,8,304,18.5,25.4,0
karamel popcorn,g,,3.8,435,9,83,0
cremepaté cranberry,g,,7.5,320,25,16,0
twister noot/rozijn,g,,8.2,292,4.5,53,0
balletjes in tomatensaus,g,,6.7,195,15,12,0
gepelde biefstuk,g,,21,108,2.7,0,0
vvb filet american,g,,10,240,8.1,31,0
liefde en passie desem pompoen brood,g,,13,295,8.5,40,0
bakkers brood,g,,10,200,2.6,48,0
totally nuts,g,,6.7,496,29,44,0
biefstukworst,g,,20,105,2.5,0.5,0
kaas goudse 30+,g,,29,278,18,0,0
"verse ananas, appel, druif",g,,0.5,59,0.1,13,0
spelt twister,g,,14,333,8.5,48,0
groene erwtenpasta glutenvrij,g,,22,340,2,55,0
smoothie appel banaan courgette venkel en bleekselderij,g,,0.8,52,0.3,11,0
fruitstroop 100% peer,g,,1,290,0,69,0
stromboli sourdough pizza,g,,10,254.1,9,32,0
bakgember,g,,0.2,280,0.1,69,0
garbanzo beans,g,,5.4,92.3,1.5,15.4,0
nutty kiss hazelnut,g,,5,650,55,32.5,0
joy creamy hibiscus,g,,1.4,706,55,46,0
rivella,g,,0,5,0,1,0
red tea,ml,,0,20,0,4.9,0
biberli sigir salam dilimli,g,,12.1,229,18.7,3.2,0
lighter than light mayonnaise,g,,0.7,102,6,9.7,0
verspakket groentecurry,g,,4,127,6.1,13,0
maischips met zure roomsmaak,g,,6.6,499,26,57,0
cup a soup  champignon ham,g,,0.8,44,2.1,5.7,0
romige pompoensoep,g,,0.6,35,1.4,4.7,0
romige mosterdsoep,g,,1.8,62,4.5,3.7,0
uiensoep,g,,0.6,16,0.5,2.4,0
beetroot banana pancakes,g,,11,238,7.8,30,0
spaghetti van durumtarwe,g,,12.5,358,1.5,72,0
paaseitjes melk,g,,5.8,532,30.5,57,0
pure choclade,g,,4.9,548,32,58.2,0
witte tijgerbollen,g,,8.7,247,1.2,49.1,0
crispy mais,g,,2.6,79,1.7,12,0
sopa de tomate,g,,0.9,54,2.2,7.2,0
1-kops soep champignon,g,,7.1,417,16.5,59.7,0
karamel zeezout mini stroopwafels,g,,4.1,468,20.9,65.4,0
dunne crackers rozemarijn geitenkaas,g,,16,444,22,37,0
cocktailworstjes,g,,12.8,265,22.3,3.1,0
oosterse roerbakmix,g,,2.9,40,0.3,4.9,0
scharrel kipfilet ovengebakken,g,,18.5,116,3.5,2.5,0
pikante jumbo kant &klaar saté saus-o per 1006 242,g,,7,231,11.7,23.5,0
laag calorie brood,g,,16.4,272.9,19.6,5.6,0
spread van linzen en zongedroogde tomaten,g,,5.7,222,17,9.5,0
crispy vissticks,g,,11.6,185,9.7,12.7,0
javawafels vanille,g,,3.7,507,26.9,62.2,0
airfryer friet,g,,5,336,10.8,54.4,0
almonds & mixed fruits bar,g,,15,533,34,36,0
melk chocoladehagel met witte sterretjes limited edition,g,,0,450,15,72,0
vendo kwlink slag,g,,0,450,14,76,0
hydrate electrolyte formula,g,,0,62.5,0,0,0
shrimp & sauce,g,,16,140,4,2,0
asian vegan salad,g,,2.8,65,4.1,3.2,0
gerookt spekreepjes,g,,16,282,24,0.5,0
pannenkoekenmix,g,,11.9,340,1.5,68.9,0
rundergehakt taco,g,,9.3,136,5.2,14.1,0
truffelmayonaise,ml,,1.2,730,79.5,1.9,0
crêpes proteinées,g,,9.9,199,8.7,20,0
hollandse spina,g,,4,103.2,5,9.8,0
panini kip pesto,g,,12,252,8.8,30,0
pasta chicken,g,,10.8,109,3.5,7.3,0
jdb herbal tea,g,,0,34,0,8.5,0
tongen met roomboter,g,,6.3,524,25.3,67.3,0
new york cheesecake,g,,2.8,195,6.3,31,0
prei/kerriesoep,g,,0.9,56,3.5,4.5,0
"boeren mix groene salade ijsbergsla, paprika, kaas",g,,2.3,62.4,4.6,1.8,0
golden allumettes,g,,2.5,322,14.5,23,0
beenham gerookt,g,,21,140,5.8,0.5,0
tortilla chips naturel,g,,7.8,482,22.2,59.7,0
maaltijd tonijn salade met aardappelen,g,,5.4,83.5,3.5,6.8,0
pittige kip maaltijdsalade,g,,3.5,97,5.9,6.6,0
varkens- en runder leverworst,g,,14,283,23,4.7,0
gesneden kastanjechampignons,g,,2.3,18,0.5,0.4,0
gevulde koek ster,g,,6.5,412,18,56,0
tartaar,g,,20.7,134,5.6,0.3,0
runder roerbak,g,,18,154,9.9,2,0
slagersham gerookt,g,,19,140,6,2,0
schouderham  plak,g,,14.3,115,4.5,4.3,0
goudse 30+ jong belegen,g,,31,288,18.2,0,0
"fruitstukjes ananas, watermeloen, mango, cantaloupemeloen & blauwe bes",g,,0.6,49,0.1,10.6,0
wrap kip caesar,g,,7.6,150.6,8.1,11.0,0
kamphuisen siroopwafels,g,,4.1,348,18,42,0
between protein chocolade en pinda,g,,17,544,34,39,0
maltodextrin unflavoured,g,,0,380,0,94,0
dairy-free white cheddar mac & cheese,g,,7.1,364.7,1.2,80,0
ravioli bospaddestoel & truffel,g,,7.1,182,3,31,0
makreel in tomatensaus,g,,14,159,10,3.3,0
chicken drumsticks,g,,18.7,125.5,5,0,0
tijger maïs brood,g,,9.7,251,2,47,0
krem peynir,g,,11,221,17,6,0
slamix,g,,1.3,27,0.2,3.7,0
ravioli kaas,g,,14,384,8.2,62,0
aardappel schijfjes,g,,2,86,0.3,18,0
luxe wok koreaans,g,,1.7,34,0.3,4.7,0
verse steakhouse frites,g,,2.7,128,3.8,19.4,0
kipschnitzel gepaneerd,g,,19,153,1.4,14,0
magnesium bisglycinaat,g,,0,0,0,0,0
pork skewers,g,,13.7,107,4.5,2.3,0
oven & airfryer hamburgers,g,,13,238,16,9,0
romige kokosmelk,g,,1.3,167,17,2.2,0
sports drink lemon flavour,g,,0,29,0,7,0
fresh jus,g,,0.8,34,0.3,7.5,0
rocher coco,g,,4.3,537,44.8,28.6,0
30+ kaas,g,,30,288,18,0,0
vloeibare bloemenhoning,g,,0.5,320,0.1,80,0
gouda belegen,g,,25.8,381,30.9,0,0
jus de pomme,g,,0.5,46,0.5,11,0
cashewnoten (gebrand gezout),g,,16.8,610,47.8,26.6,0
falafel lunch salad,g,,5.6,150,6.6,16,0
marmer cakejes,g,,5.2,427.5,23,52.5,0
low fat rundergehakt 5%,g,,21.5,130,4.9,0,0
dry cow cheese,g,,29,488,42,0.5,0
classic strooikaas,g,,44,472,33,0,0
berry madness,g,,14.3,298,5.4,42.8,0
gevulde rozijnenkoekjes,g,,5.4,437,14.5,71.9,0
bru,g,,0,0,0,0,0
soft tortilla boats,g,,8.8,312.5,7.1,52.1,0
tortillawraps,g,,8.8,304,4.9,55,0
stoom rode krieltjes,g,,2,88,0,19,0
dorayaki cake red bean with cream flavour,g,,10.9,363,14.3,47.9,0
gebraden kiprollade,g,,15,160,9.9,2.6,0
kipdrumsticks,g,,19.4,129,5.7,0,0
salade,g,,4.6,148,6.6,16.8,0
chicken chili,g,,24,122,2.3,1.2,0
biologische sperziebonen diepgevroren,g,,1.9,32,0.1,3.8,0
belgische waffeln,g,,5.8,450,23.2,50.9,0
kipgehakt gekruid,g,,19.2,143,5.9,3.2,0
gemengde groente,g,,1.3,29,0.2,4.3,0
ambachtelijke kruidnoten speculaas,g,,6,423,12.5,70.6,0
peach (perziksap),g,,0.4,53,0.5,12,0
perzikken op siroop,g,,0.5,63,0,14.6,0
jong belegen  30+,g,,26.6,270,18.2,0,0
fit volkoren,g,,21.4,246,8.5,13.5,0
pulled porkspread,g,,9.4,313,25.1,12,0
biologische basmatirijst,g,,8.4,350,1.2,76,0
cookie tripie choco,g,,6.1,504,22.3,68.1,0
bosvruchtenspread,g,,0.8,211,0.5,49,0
compote pomme banane,g,,0.5,64,0.1,14,0
nasi-bamigroente,g,,1.5,30,0.1,4.2,0
tomatenblokjes met kruiden,g,,1.1,23,0.1,3.3,0
appel peer,g,,0.4,52,0.1,11,0
chocolade haverkoekjes,g,,7.6,490,23,61,0
cranberry nut mix,g,,15,560,40,31,0
18 verse scharreleieren,g,,12.3,132,9.1,0.2,0
java kroepoek,g,,2.5,474,24,62,0
diepvries aardbeien,g,,0.7,34,0.5,6,0
rozijnen en krenten koekjes,g,,7.1,385,8.2,66,0
kabeljauwlever in eigen olie,g,,8.2,402,41,0.1,0
ansjovisfilets in olifolie,g,,23,182,10,0.5,0
roasted ham,g,,23,168,8,1,0
arabic pastries,g,,10,518.9,33,44,0
drentse kosterworst,g,,32.8,506,41.1,1,0
boeren jongens naturel,g,,28.9,509,43.3,1,0
nasi  boemboe verspakket,g,,7.2,141,5.2,15.2,0
iers rund soepvlees,g,,21.2,103,2,0,0
shoarmabroodjes,g,,6.2,300,1.3,63.4,0
petit pain volkorenbrood,g,,14.8,263,2.1,41.6,0
knapperkoek,g,,5.1,470,17.9,71,0
bastogne,g,,5.3,487,20,71,0
ribkarbonade,g,,22,142,5.9,0.2,0
gebroken sperziebonen kleine verpakking,g,,2.3,25,0.2,1.8,0
makreel filet,g,,20,352,30.1,0.1,0
zonnatura cerise,g,,0.8,114,0.5,25,0
vegetarische paté champignon,g,,5,226,17.3,11.2,0
krokante muesli pure chocolat - céréales,g,,9.8,447,14.9,63.1,0
zonnatura barre céréale,g,,17,549,36,36,0
dosette de bouillon,g,,0.1,4,0.2,0.4,0
pâté végétal,g,,4.5,201,15,10,0
groene thee moringa,g,,0.1,1,0,0.2,0
muesli pure chocolade bio,g,,12,383,8.9,57.3,0
snack mix veggie,g,,38,459,24,16,0
100% volkoren rijst- en maïswafels appel & kaneel,g,,6.8,381,2.3,82,0
speltdrink,g,,0.8,57,1.1,11,0
sojadrink ongezoet,g,,3.9,46,2.6,1.5,0
bouillonkuipje groente,g,,0.1,4,0.2,0.4,0
amandel-  & rijstdrink,g,,1,81,2.6,13,0
dominorozijntjes,g,,1.8,291,0.8,65,0
theïnevrij,g,,0,0,0,0,0
amarant,g,,14.5,374,6.5,56.8,0
spread linzen,g,,5,218,17,10,0
kokos- rijstdrink,g,,0.5,60,0.8,13,0
ontbijttopping,g,,20,492,36,30,0
100% brandnetel kruideninfusie,g,,0.1,1,0,0.2,0
crunch pinda,g,,17,552,35,40,0
groene thee cranberry,g,,0.1,1,0,0.2,0
natuurlijke stoelgang,g,,0.1,1,0,0.2,0
sesam chocolade,g,,13,551,36,41,0
vokoren havervlokken,g,,11,364,7.1,58,0
oat&go fabulous fruit,g,,8,387,8.9,65,0
barista soja ongezoet,g,,2.6,28,1.6,0.8,0
goedemorgen,g,,0.1,1,0,0.2,0
lekker luchtig chocolade,g,,5,409,12,68,0
spread spinazie,g,,4.3,230,19,9.1,0
knijpfruit appel-aardbei,g,,0.7,58,0.5,12,0
kikkererwtenchips paprika,g,,9.7,480,23,55,0
pinda chocolade,g,,17,549,36,36,0
appel- kaneelkoeken,g,,4.4,441,20,58,0
snackmix protein,g,,38,511,33,8.3,0
krokante muesli noten en zaden,g,,11,429,15,57,0
kombucha original,g,,0.5,18,0.5,4.6,0
jonge kaas  30+,g,,28.6,277,18.1,0,0
orange fit clear protein,g,,1.5,7.5,0.1,0.2,0
ribbelchips wasabi,g,,6.4,519,29,56,0
corn peits,g,,7.5,409,8,74,0
egg white,g,,10.9,48,0,0,0
feta pie,g,,6,324,15,22,0
levure nutritionnelle,g,,2,20,0.2,2,0
wokgroente thaise stijl,g,,1.5,28,0.1,3.9,0
bio,g,,17,276,23,0.3,0
zeewierbollen,g,,11,448,15,65,0
wokgroente kastanje,g,,3.8,52,0.6,5.4,0
extra mager rundergehakt,g,,18.8,147,7.5,1,0
tonkotsu instant noodles,g,,11.1,428,15.8,60.3,0
strawberry fantasy - crunchy muesli,g,,8.9,444,15.3,64.4,0
tomaat mozzarella salade,g,,5.1,140.2,9.1,8.7,0
provençaalse borrelnoten,g,,13.6,525,32.4,42.3,0
paleta de cebo ibérica,g,,26.5,332,25,0.2,0
brood korenalnders spelt donker vloer,g,,10.4,284,5.9,44.1,0
hachee rodekool,g,,3.6,103,4.8,11,0
grillworst met zaanlander kaas,g,,14,265,21,4.5,0
kip-kerriesalade,g,,7.9,331,30.2,6.9,0
cibule šalotka,g,,1.5,51,0.1,10,0
zadencrackers,g,,2.2,384,21.1,35.6,0
gekruide chicken wings voorgegaard,g,,21,229,15,2,0
vegetarische kipspies sweet chili,g,,16,180,7.1,12,0
roombotercroissant,g,,11.1,426,21.1,46.6,0
caffè latte vanilla,ml,,2.8,67,2.1,9.2,0
spelt pannenkoeken,g,,7.4,148,1.8,23,0
groente/protein shot,g,,1,35,2,2.8,0
gekruide opbakaardappelen met schil,g,,1.9,82,0.1,17.4,0
dijfilet gemarineerd,g,,17.6,145,7.9,0.8,0
truffelkaas martin willig?,g,,28,455,39,0.5,0
oven & airfryer loempia's met scharrelkip & groente,g,,8,151,4.2,20,0
rode linzen soep,g,,2.9,59,1.2,7.6,0
choco crunchies milk,g,,6.7,571,29,57,0
chocolade-assortiment,g,,8.2,584,41.5,42.2,0
apple fruit rolls,g,,1.5,283,2,59,0
choco vla,ml,,0.2,101,3.1,16,0
lamsmerguez,g,,19,255,19,1.7,0
tofu firm,g,,10.2,90,4.7,1.7,0
amora sauce salade moutarde à l'ancienne et miel 1l,ml,,1,358,32,14,0
noordwoudse oud kaas,g,,26.5,415,34.6,0,0
plantaardige plak met rooksmaak,g,,3.1,275,22,15,0
rode bieten schijven,g,,0.9,33,0.1,6.1,0
gerookte snijworst,g,,21,371,31.5,0.9,0
zwarte bonen in chilisaus,g,,6.8,111,0.6,17,0
biologische granola met chocolade,g,,9.7,428,12,64,0
vegan filet americain pesto,g,,8,221,16,10.1,0
schnitte quinoa,g,,11,234,11,21,0
krentenbol,g,,7,250,2,49,0
lasagne verspakket met mager gehakt,g,,7,111,5.8,7,0
healthy disk kokos,g,,7.5,388,13.4,54.1,0
bakkers krakelingen,g,,5.8,482,24.5,59.1,0
frikandel,g,,25,287,4.3,20,0
frikandel speciaal slaatje,g,,2.7,183,12.3,14.4,0
mokka schnitte,g,,4.8,341,21,33,0
stoommaaltijd groene curry,g,,2.5,85,2.4,12,0
new york style burger rundlvees,g,,16.1,236,18.6,1.2,0
aardappel wafels,g,,2.6,179,7.1,25,0
zigeunerschitzel,g,,19.4,162,3.8,12.3,0
chocolade feestmix - koppelen noten,g,,4.6,242.6,14.2,23.6,0
korean fried fish cake skewer,g,,10,122,3.9,12,0
roerbak sensatie noedels rundvlees,g,,5.5,109,3.9,12,0
kip-mambo salade,g,,8.8,338,28.3,11.6,0
snack mix barbecue,g,,33.1,383,12.9,29.5,0
zinc & magnesium supplement,g,,0,0,0,0,0
mais bollen,g,,7.4,207.5,0.8,41,0
sate ajam 3 stokjes,g,,12,230,14,13,0
frambozenkwark,g,,8.5,127,6.2,11.5,0
speklap,g,,16,355,32,1,0
vegan protein powder vanille,g,,83.3,400,7.3,4,0
la pizza farro,g,,9.5,251,3.9,44.8,0
smoothie mango wortel,g,,2.3,50,0,9.9,0
noord-hollandse gouda 48+ kaas,g,,24.5,386,31.6,0,0
macaroni teriyaki beef strips wok vegetables,g,,8.9,129,1.3,20.3,0
varken shaorma,g,,20,135,5.5,1.3,0
n’joy drink banana,g,,10.3,62.9,0.6,3.6,0
tofu basilicum,g,,16,158,8.8,1.4,0
kipfilet plakjes gerookt,g,,22.6,114,1.8,1.8,0
protein juice,g,,84,348,0,1.6,0
spelt cakes - whole grain wafels - leev,g,,18.8,350,1.2,58.8,0
chicken tendrers vivera,g,,15,223,9.7,17,0
protein juice blueberry/lime,g,,84,344,0,0.4,0
high protein drink,g,,8,61,1.4,4,0
hartjeschips paprikasmaak,g,,7.3,525,29.7,55.7,0
slavinken,g,,14.4,283,22.7,4.9,0
skuumkoppe,g,,0.6,57,0,6.1,7.6
achterham (mini plakken),g,,21.3,136,2.8,6.4,0
fritessaus gwoon geen friet zonder saus nutri-scor,g,,1,294,26,14,0
tynjetaler,g,,25.6,429,36.3,0,0
whey concentrate vanilla,g,,75.7,403.3,6,8.7,0
aioli zwarte knoflook,g,,1.3,730,79,3.2,0
naturel fettucini biologisch,g,,11.8,354,1.5,72,0
gerookte regenboogforel,g,,19,117,4.5,0,0
hollandse roerbakmix,g,,1.5,31,0.3,4.1,0
runderhart,g,,23,108,1.8,0,0
asperges,g,,1.3,16,0.1,2,0
kornbol,g,,13.1,286,10.2,31.9,0
pita gyros,g,,4.5,126,5.4,13,0
lady boba,g,,1,55,1,10.6,0
hot beef kimchi noodles,g,,1.4,74,3,10,0
insalatina di ortaggi,g,,0.5,20,0.6,1.4,0
porc au caramel et riz blanc,g,,11,166,5.6,17,0
plantaardige vissticks,g,,5.8,228,13,19,0
pomodori ricotta,g,,3,70,3.4,6,0
pasta pesto - kip [bulk],g,,9.5,140,4.6,15.2,0
barbecueworst tuinkruiden,g,,12,322,28,5.1,0
pork & beef burger,g,,16.5,237,18.5,1.1,0
lekker vrij van gluten speculaas,g,,2,433,18.6,63.7,0
runder hamburger,g,,18.5,276,21,3.1,0
powerful! whey protein powder,g,,76.8,396,7.1,5.7,0
isotonic sports drink,g,,0,355,0,88.7,0
kruiden pasta,g,,3.7,115.2,1.4,21,0
jong cheese,g,,24,375,31,0,0
chap choy wok,g,,1.8,32,0,6.1,0
chicken bite cheese,g,,4.9,65,2.3,6.6,0
vriesvers spinazie à la crème,g,,1.9,44,2.6,2.3,0
kvikk lunsj melkesjokolade,g,,8.1,536,30,56,0
stoommaaltijd xl (koreaanse kip),g,,5.9,110,3.4,13,0
gerookte bacon,g,,23,133,4.3,0.6,0
plantwhey,g,,81.2,367.2,1.2,5.2,0
verse cantaloupemeloen,g,,0.8,38,0.2,7.9,0
minikrieltjes bbq,g,,1.9,81,0.1,17.1,0
rundergehakt extra mager,g,,19.6,165,9.6,0,0
bonte sla,g,,1.3,22,0.2,2.7,0
beenham,g,,21,140,5.8,1,0
zomer fruit vers ingevroren,g,,1.1,47,0.5,7.5,0
fitmeal chicken teriyaki,g,,7.6,107.0,1.8,14.6,0
pilsner,g,,0,39,0,0,6.3
kip shoarma,g,,18.2,166,10,0.9,0
shoarma broodjes,g,,7.7,300,0.3,63.4,0
zoute bommen,g,,0.5,338,0.5,84,0
kip drumsticks,g,,19.4,129,5.7,0,0
vla vanille smaak,g,,2.4,89,2.8,13.3,0
stuk jong belegen,g,,25,398,32,0,0
halfvollle melk,g,,3.4,46,1.5,4.6,0
halfvolle chocolade melk,g,,3.5,76,1.8,11,0
kaprucijners,g,,4.9,79,0.9,10.9,0
italiaanse groentensoep,g,,0.7,44,2.9,3.4,0
shoarma,g,,20.6,161.9,8.3,1,0
